price,MatriculationMonth,MatriculationYear,km,cv,FuelType,gearboxType,Consume,city,province,Brand,Model,Preparation,Engine,Seats,ConsumeFuel,ConsumeFuelNotUrban,Emissions,Color,Metallizzato,Airbag,NumberDoors,EmissionClass,AirConditioning,Interior
4175,No Mese,2009,134597.0,99.0,Diesel,Cambio manuale,,Roma,Milano,MERCEDES-BENZ,Classe A,Classe A 1.8 Base 5p.,1048.0,7.0,5.8,,134.0,Bianco,,Airbag conducente,nan,Euro 5,Climatizzatore manuale,
1644,No Mese,2005,202210.0,91.0,Diesel,Cambio manuale,,Roma,Roma,FORD,Fiesta,Fiesta 1.2 Sport 5p.,1271.0,4.0,4.4,,95.0,Nero,,nan,4 o 5 porte,Euro 4,Climatizzatore manuale,
7420,Giugno,2014,58195.0,156.0,Diesel,Cambio manuale,,Roma,Torino,FORD,Focus,Focus 1.5 Business 5p.,2624.0,7.0,6.4,,117.0,Nero,,Airbag conducente,nan,Euro 5,Climatizzatore automatico,
14389,Gennaio,2011,158730.0,103.0,Diesel,Cambio manuale,,Roma,Milano,PORSCHE,Macan,Macan 1.4 Business 5p.,1479.0,5.0,6.8,,139.0,Bianco,,Airbag anteriori e laterali,4 o 5 porte,nan,Climatizzatore manuale,
1768,Marzo,2004,143446.0,146.0,Diesel,Cambio manuale,,Roma,Torino,RENAULT,Clio,Clio 1.3 Business 5p.,2483.0,5.0,7.2,,120.0,Grigio,,Airbag anteriori e laterali,4 o 5 porte,nan,nan,
1220,Gennaio,2003,323137.0,68.0,Benzina,Cambio manuale,,Roma,Roma,MERCEDES-BENZ,Classe C,Classe C 1.6 Comfort 5p.,804.0,5.0,5.3,,84.0,Bianco,,nan,2 o 3 porte,Euro 4,nan,
2065,Marzo,2015,38002.0,40.0,Diesel,Cambio manuale,,Roma,Roma,FIAT,500,500 1.8 Base 5p.,616.0,4.0,5.1,,122.0,Grigio,,Airbag conducente,nan,nan,Climatizzatore manuale,
3760,No Mese,2015,37287.0,83.0,GPL,Cambio manuale,,Roma,Milano,FIAT,Panda,Panda 1.2 Base 5p.,1119.0,5.0,7.6,,126.0,Grigio,,nan,2 o 3 porte,Euro 4,Climatizzatore automatico,
6707,Gennaio,2016,9817.0,90.0,Diesel,Cambio automatico,,Roma,Roma,PEUGEOT,308,308 1.8 Base 5p.,1201.0,5.0,5.7,,119.0,Nero,,Airbag anteriori e laterali,nan,Euro 6,Climatizzatore automatico,
1192,Giugno,2003,256397.0,82.0,Diesel,Cambio automatico,,Roma,Milano,PEUGEOT,308,308 1.8 Business 5p.,1322.0,5.0,6.9,,145.0,Nero,,Airbag conducente,nan,Euro 6,Climatizzatore automatico,
1431,Giugno,2004,206522.0,117.0,Diesel,Cambio manuale,,Roma,Torino,OPEL,Corsa,Corsa 1.2 Business 5p.,1609.0,7.0,6.3,,85.0,Grigio,,Airbag anteriori e laterali,2 o 3 porte,nan,Climatizzatore automatico,
6196,Giugno,2012,169260.0,136.0,Diesel,Cambio manuale,,Roma,Torino,AUDI,A4,A4 1.3 Comfort 5p.,2003.0,7.0,5.3,,157.0,Bianco,,nan,4 o 5 porte,Euro 4,Climatizzatore manuale,
3848,Gennaio,2015,67416.0,62.0,GPL,Cambio manuale,,Roma,Torino,PEUGEOT,208,208 1.2 Base 5p.,1009.0,4.0,4.5,,127.0,Nero,,nan,2 o 3 porte,Euro 4,Climatizzatore automatico,
8197,Gennaio,2019,500.0,84.0,Diesel,Cambio automatico,,Roma,Roma,RENAULT,Megane,Megane 1.4 Sport 5p.,1349.0,4.0,5.7,,117.0,Nero,,Airbag conducente,nan,Euro 6,Climatizzatore manuale,
1764,Giugno,2003,341557.0,132.0,Benzina,Cambio automatico,,Roma,Roma,VOLKSWAGEN,Passat,Passat 1.3 Sport 5p.,1725.0,4.0,5.6,,145.0,Bianco,,nan,nan,Euro 6,Climatizzatore manuale,
6208,Gennaio,2019,500.0,97.0,Diesel,Cambio manuale,,Roma,Milano,FIAT,Tipo,Tipo 1.2 Base 5p.,1240.0,7.0,5.2,,113.0,Bianco,,nan,2 o 3 porte,Euro 4,Climatizzatore automatico,
3054,No Mese,2011,121508.0,91.0,GPL,Cambio manuale,,Roma,Roma,FORD,Focus,Focus 1.2 Business 5p.,1284.0,4.0,3.6,,108.0,Nero,,Airbag conducente,4 o 5 porte,nan,Climatizzatore manuale,
2888,Giugno,2012,100154.0,99.0,GPL,Cambio manuale,,Roma,Roma,FIAT,500,500 1.4 Business 5p.,1554.0,5.0,7.3,,97.0,Bianco,,nan,2 o 3 porte,Euro 6,nan,
3206,Giugno,2007,169988.0,119.0,Diesel,Cambio automatico,,Roma,Torino,PEUGEOT,308,308 1.7 Comfort 5p.,1740.0,5.0,4.7,,90.0,Nero,,nan,nan,Euro 5,Climatizzatore automatico,
4235,No Mese,2013,104668.0,71.0,Diesel,Cambio manuale,,Roma,Milano,AUDI,A3,A3 1.5 Sport 5p.,1214.0,7.0,4.9,,121.0,Grigio,,Airbag anteriori e laterali,4 o 5 porte,Euro 5,Climatizzatore manuale,
3020,Giugno,2009,162307.0,56.0,Diesel,Cambio manuale,,Roma,Roma,AUDI,A3,A3 1.2 Comfort 5p.,590.0,5.0,6.6,,94.0,Grigio,,Airbag conducente,2 o 3 porte,Euro 6,Climatizzatore automatico,
10531,No Mese,2017,34551.0,136.0,Diesel,Cambio manuale,,Roma,Milano,AUDI,Q3,Q3 1.8 Business 5p.,1708.0,7.0,5.3,,165.0,Bianco,,Airbag conducente,nan,Euro 5,nan,
4593,No Mese,2012,96775.0,132.0,Diesel,Cambio automatico,,Roma,Torino,FORD,Fiesta,Fiesta 1.4 Base 5p.,1627.0,7.0,6.5,,155.0,Bianco,,nan,2 o 3 porte,nan,nan,
4733,Giugno,2008,213072.0,154.0,Diesel,Cambio manuale,,Roma,Torino,MERCEDES-BENZ,Classe A,Classe A 1.5 Sport 5p.,2249.0,7.0,7.4,,119.0,Nero,,nan,nan,Euro 5,nan,
8367,Gennaio,2018,18211.0,100.0,Diesel,Cambio automatico,,Roma,Torino,PEUGEOT,308,308 1.3 Sport 5p.,1382.0,4.0,4.8,,105.0,Nero,,Airbag anteriori e laterali,4 o 5 porte,Euro 6,nan,
7644,Gennaio,2012,126835.0,99.0,Benzina,Cambio automatico,,Roma,Milano,AUDI,A4,A4 1.2 Base 5p.,1296.0,4.0,5.2,,124.0,Nero,,nan,nan,nan,Climatizzatore automatico,
10134,Giugno,2012,116392.0,77.0,Diesel,Cambio manuale,,Roma,Torino,PORSCHE,Cayenne,Cayenne 1.8 Sport 5p.,1181.0,5.0,4.7,,102.0,Nero,,Airbag conducente,2 o 3 porte,Euro 5,Climatizzatore manuale,
6817,Gennaio,2009,165657.0,145.0,Benzina,Cambio manuale,,Roma,Torino,BMW,X1,X1 1.7 Sport 5p.,2057.0,7.0,5.5,,96.0,Bianco,,nan,4 o 5 porte,Euro 4,Climatizzatore manuale,
18557,Marzo,2019,500.0,105.0,Benzina,Cambio manuale,,Roma,Torino,AUDI,A4,A4 1.4 Comfort 5p.,1592.0,5.0,3.6,,119.0,Bianco,,Airbag anteriori e laterali,2 o 3 porte,nan,Climatizzatore automatico,
6649,No Mese,2012,132821.0,114.0,Metano,Cambio manuale,,Roma,Torino,AUDI,A3,A3 1.7 Comfort 5p.,1480.0,5.0,5.5,,64.0,Nero,,nan,2 o 3 porte,Euro 6,Climatizzatore automatico,
8002,Gennaio,2014,83126.0,97.0,Diesel,Cambio automatico,,Roma,Roma,AUDI,Q3,Q3 1.6 Base 5p.,1237.0,5.0,8.2,,127.0,Bianco,,nan,2 o 3 porte,nan,Climatizzatore manuale,
3756,Gennaio,2012,77720.0,40.0,Benzina,Cambio manuale,,Roma,Roma,MERCEDES-BENZ,Classe A,Classe A 1.6 Sport 5p.,522.0,4.0,3.9,,119.0,Bianco,,Airbag conducente,nan,Euro 4,Climatizzatore automatico,
999,Giugno,2003,170304.0,80.0,Benzina,Cambio manuale,,Roma,Milano,FORD,Focus,Focus 1.2 Business 5p.,1196.0,5.0,2.9,,173.0,Grigio,,Airbag conducente,2 o 3 porte,nan,Climatizzatore automatico,
1757,Marzo,2005,256120.0,124.0,Diesel,Cambio manuale,,Roma,Torino,PEUGEOT,308,308 1.7 Sport 5p.,1606.0,5.0,3.4,,143.0,Grigio,,nan,4 o 5 porte,Euro 5,nan,
2408,Marzo,2010,81670.0,90.0,Benzina,Cambio automatico,,Roma,Milano,FORD,Focus,Focus 1.2 Business 5p.,1572.0,5.0,2.9,,166.0,Nero,,Airbag conducente,nan,Euro 4,Climatizzatore manuale,
5778,Giugno,2016,36935.0,94.0,Diesel,Cambio manuale,,Roma,Roma,PEUGEOT,208,208 1.6 Comfort 5p.,1563.0,4.0,4.5,,180.0,Nero,,nan,2 o 3 porte,nan,nan,
9767,Gennaio,2018,19361.0,108.0,Diesel,Cambio manuale,,Roma,Roma,VOLKSWAGEN,Golf,Golf 1.4 Base 5p.,1449.0,5.0,6.8,,121.0,Grigio,,Airbag anteriori e laterali,4 o 5 porte,Euro 4,Climatizzatore automatico,
4995,Marzo,2008,127415.0,112.0,Diesel,Cambio manuale,,Roma,Milano,AUDI,Q3,Q3 1.7 Base 5p.,1112.0,7.0,6.0,,120.0,Nero,,Airbag conducente,4 o 5 porte,Euro 5,Climatizzatore automatico,
5818,Marzo,2019,500.0,60.0,Diesel,Cambio automatico,,Roma,Roma,RENAULT,Megane,Megane 1.5 Business 5p.,971.0,5.0,7.4,,133.0,Grigio,,Airbag anteriori e laterali,2 o 3 porte,Euro 5,Climatizzatore manuale,
51373,Gennaio,2006,87631.0,375.0,Diesel,Cambio manuale,,Roma,Torino,FERRARI,California,California 1.3 Base 5p.,4628.0,4.0,4.6,,131.0,Grigio,,Airbag conducente,nan,nan,Climatizzatore manuale,
4378,Giugno,2013,48761.0,99.0,Diesel,Cambio automatico,,Roma,Milano,FORD,Fiesta,Fiesta 1.2 Sport 5p.,1330.0,5.0,3.8,,170.0,Nero,,Airbag conducente,2 o 3 porte,Euro 4,Climatizzatore manuale,
14683,Marzo,2016,40299.0,167.0,Benzina,Cambio manuale,,Roma,Roma,AUDI,A3,A3 1.4 Base 5p.,2121.0,5.0,5.5,,96.0,Grigio,,Airbag conducente,2 o 3 porte,nan,nan,
2314,Gennaio,2009,176046.0,94.0,Benzina,Cambio automatico,,Roma,Roma,FORD,Fiesta,Fiesta 1.3 Business 5p.,1492.0,5.0,3.1,,157.0,Bianco,,Airbag conducente,4 o 5 porte,Euro 4,Climatizzatore manuale,
6785,Marzo,2019,500.0,80.0,Diesel,Cambio automatico,,Roma,Torino,PEUGEOT,208,208 1.6 Business 5p.,987.0,4.0,4.5,,112.0,Nero,,Airbag conducente,4 o 5 porte,Euro 5,Climatizzatore manuale,
2333,Marzo,2005,115577.0,101.0,Benzina,Cambio automatico,,Roma,Torino,RENAULT,Megane,Megane 1.8 Base 5p.,1151.0,4.0,5.5,,150.0,Grigio,,Airbag anteriori e laterali,nan,Euro 6,Climatizzatore automatico,
574,Gennaio,2004,235838.0,40.0,Benzina,Cambio manuale,,Roma,Torino,FIAT,500,500 1.3 Base 5p.,629.0,5.0,2.8,,117.0,Nero,,Airbag conducente,nan,Euro 4,Climatizzatore manuale,
16281,Gennaio,2018,20772.0,99.0,Diesel,Cambio automatico,,Roma,Torino,BMW,Serie 3,Serie 3 1.8 Business 5p.,1600.0,5.0,4.7,,129.0,Nero,,Airbag anteriori e laterali,4 o 5 porte,nan,Climatizzatore automatico,
6693,No Mese,2009,196365.0,163.0,Diesel,Cambio manuale,,Roma,Milano,MERCEDES-BENZ,Classe A,Classe A 1.5 Base 5p.,2226.0,5.0,4.9,,149.0,Bianco,,nan,4 o 5 porte,Euro 5,nan,
4900,Marzo,2012,130308.0,107.0,Benzina,Cambio manuale,,Roma,Roma,VOLKSWAGEN,Passat,Passat 1.3 Base 5p.,1600.0,5.0,4.8,,148.0,Bianco,,Airbag anteriori e laterali,4 o 5 porte,nan,Climatizzatore manuale,
2900,Gennaio,2014,86210.0,83.0,Benzina,Cambio manuale,,Roma,Torino,FIAT,Panda,Panda 1.7 Business 5p.,897.0,7.0,6.1,,96.0,Grigio,,Airbag anteriori e laterali,4 o 5 porte,Euro 6,nan,
2312,Giugno,2017,40744.0,40.0,Diesel,Cambio manuale,,Roma,Milano,FIAT,Panda,Panda 1.2 Base 5p.,534.0,4.0,5.6,,90.0,Bianco,,Airbag anteriori e laterali,4 o 5 porte,Euro 4,Climatizzatore automatico,
3252,Giugno,2006,194148.0,116.0,Benzina,Cambio manuale,,Roma,Roma,BMW,Serie 1,Serie 1 1.3 Sport 5p.,1560.0,4.0,6.0,,110.0,Grigio,,Airbag conducente,4 o 5 porte,Euro 5,nan,
12071,Gennaio,2014,36801.0,114.0,Benzina,Cambio manuale,,Roma,Roma,MERCEDES-BENZ,Classe C,Classe C 1.3 Comfort 5p.,1834.0,5.0,5.5,,121.0,Bianco,,nan,4 o 5 porte,Euro 6,Climatizzatore manuale,
2204,No Mese,2013,103628.0,77.0,Diesel,Cambio manuale,,Roma,Milano,FIAT,500,500 1.6 Business 5p.,858.0,4.0,7.0,,153.0,Nero,,Airbag anteriori e laterali,2 o 3 porte,nan,Climatizzatore manuale,
6478,No Mese,2016,56403.0,115.0,Diesel,Cambio automatico,,Roma,Torino,VOLKSWAGEN,Passat,Passat 1.4 Base 5p.,1663.0,4.0,5.6,,124.0,Grigio,,Airbag anteriori e laterali,nan,Euro 5,Climatizzatore automatico,
7282,Gennaio,2012,109611.0,127.0,Diesel,Cambio manuale,,Roma,Torino,AUDI,A3,A3 1.6 Business 5p.,1746.0,7.0,5.1,,147.0,Bianco,,Airbag conducente,nan,Euro 4,Climatizzatore automatico,
1762,Marzo,2007,193128.0,112.0,Benzina,Cambio manuale,,Roma,Roma,RENAULT,Clio,Clio 1.3 Business 5p.,1345.0,5.0,5.7,,130.0,Nero,,nan,nan,Euro 6,Climatizzatore manuale,
5003,Giugno,2011,55577.0,63.0,Benzina,Cambio automatico,,Roma,Roma,MERCEDES-BENZ,Classe C,Classe C 1.8 Sport 5p.,1034.0,5.0,6.9,,91.0,Bianco,,Airbag conducente,2 o 3 porte,Euro 5,Climatizzatore manuale,
4912,No Mese,2009,212520.0,110.0,Benzina,Cambio manuale,,Roma,Roma,BMW,X1,X1 1.8 Base 5p.,1343.0,5.0,5.3,,135.0,Grigio,,Airbag conducente,nan,Euro 6,Climatizzatore manuale,
12964,Giugno,2014,19332.0,150.0,Diesel,Cambio manuale,,Roma,Milano,AUDI,Q3,Q3 1.4 Base 5p.,1902.0,5.0,6.5,,151.0,Grigio,,Airbag anteriori e laterali,4 o 5 porte,Euro 4,Climatizzatore automatico,
3453,No Mese,2007,211927.0,97.0,Diesel,Cambio manuale,,Roma,Milano,MERCEDES-BENZ,Classe A,Classe A 1.3 Comfort 5p.,1370.0,5.0,4.4,,131.0,Bianco,,Airbag conducente,4 o 5 porte,Euro 5,Climatizzatore automatico,
1542,Gennaio,2006,265838.0,88.0,Benzina,Cambio manuale,,Roma,Torino,RENAULT,Clio,Clio 1.5 Business 5p.,1247.0,4.0,5.1,,105.0,Nero,,nan,nan,Euro 4,Climatizzatore manuale,
6055,No Mese,2018,12253.0,90.0,Benzina,Cambio manuale,,Roma,Torino,FIAT,Panda,Panda 1.7 Business 5p.,1339.0,7.0,3.3,,78.0,Nero,,Airbag conducente,nan,nan,Climatizzatore automatico,
1558,Giugno,2007,273056.0,129.0,Diesel,Cambio manuale,,Roma,Torino,FIAT,500,500 1.7 Base 5p.,1623.0,5.0,6.6,,149.0,Bianco,,nan,nan,Euro 4,Climatizzatore automatico,
17877,Giugno,2018,8899.0,139.0,Diesel,Cambio manuale,,Roma,Torino,MERCEDES-BENZ,Classe C,Classe C 1.6 Base 5p.,1776.0,5.0,4.7,,166.0,Bianco,,nan,2 o 3 porte,Euro 5,nan,
1632,Gennaio,2011,145455.0,52.0,Benzina,Cambio manuale,,Roma,Roma,OPEL,Astra,Astra 1.3 Sport 5p.,739.0,5.0,5.5,,129.0,Grigio,,Airbag conducente,2 o 3 porte,Euro 5,nan,
3645,No Mese,2012,47643.0,59.0,GPL,Cambio manuale,,Roma,Torino,VOLKSWAGEN,Golf,Golf 1.8 Comfort 5p.,892.0,4.0,8.2,,110.0,Grigio,,Airbag conducente,4 o 5 porte,Euro 6,nan,
1368,No Mese,2003,167938.0,92.0,Elettrico,Cambio automatico,,Roma,Milano,DR,DR5,DR5 1.5 Comfort 5p.,1539.0,5.0,6.5,,127.0,Nero,,Airbag conducente,nan,Euro 4,nan,
5271,Giugno,2013,77145.0,119.0,Metano,Cambio automatico,,Roma,Milano,VOLKSWAGEN,Passat,Passat 1.8 Business 5p.,1624.0,5.0,7.0,,119.0,Bianco,,Airbag anteriori e laterali,nan,Euro 4,Climatizzatore automatico,
1358,No Mese,2006,143038.0,73.0,Benzina,Cambio manuale,,Roma,Torino,FIAT,500,500 1.4 Base 5p.,1242.0,5.0,5.0,,131.0,Bianco,,Airbag conducente,4 o 5 porte,nan,Climatizzatore automatico,
3551,Giugno,2008,134548.0,132.0,Benzina,Cambio manuale,,Roma,Milano,VOLKSWAGEN,Passat,Passat 1.7 Base 5p.,1602.0,5.0,6.3,,127.0,Nero,,Airbag conducente,2 o 3 porte,Euro 5,Climatizzatore automatico,
851,Gennaio,2004,256287.0,83.0,Diesel,Cambio automatico,,Roma,Milano,FIAT,Panda,Panda 1.8 Sport 5p.,1089.0,7.0,4.5,,134.0,Grigio,,Airbag conducente,nan,Euro 6,nan,
6637,No Mese,2019,500.0,63.0,Diesel,Cambio manuale,,Roma,Roma,RENAULT,Megane,Megane 1.3 Comfort 5p.,824.0,7.0,4.5,,153.0,Grigio,,Airbag anteriori e laterali,2 o 3 porte,Euro 4,Climatizzatore automatico,
7965,No Mese,2017,24006.0,139.0,Benzina,Cambio manuale,,Roma,Milano,FORD,Fiesta,Fiesta 1.4 Base 5p.,1828.0,5.0,3.8,,83.0,Bianco,,Airbag anteriori e laterali,4 o 5 porte,nan,nan,
5076,Marzo,2007,170169.0,124.0,Diesel,Cambio manuale,,Roma,Torino,AUDI,A4,A4 1.8 Sport 5p.,1665.0,5.0,6.4,,129.0,Grigio,,Airbag anteriori e laterali,4 o 5 porte,Euro 4,Climatizzatore automatico,
4568,Marzo,2013,100839.0,123.0,Diesel,Cambio automatico,,Roma,Torino,VOLKSWAGEN,Polo,Polo 1.2 Comfort 5p.,1495.0,7.0,4.3,,135.0,Nero,,Airbag conducente,4 o 5 porte,Euro 4,Climatizzatore automatico,
2458,Marzo,2008,96886.0,81.0,Diesel,Cambio automatico,,Roma,Torino,VOLKSWAGEN,Passat,Passat 1.3 Business 5p.,1271.0,5.0,7.6,,159.0,Grigio,,Airbag anteriori e laterali,4 o 5 porte,Euro 6,Climatizzatore automatico,
3566,No Mese,2015,54937.0,89.0,Benzina,Cambio manuale,,Roma,Milano,PEUGEOT,208,208 1.8 Base 5p.,1559.0,5.0,7.4,,113.0,Nero,,Airbag anteriori e laterali,2 o 3 porte,Euro 4,nan,
2376,Giugno,2009,133456.0,103.0,Diesel,Cambio manuale,,Roma,Torino,FORD,Focus,Focus 1.4 Comfort 5p.,,7.0,5.4,,106.0,Grigio,,Airbag conducente,nan,nan,Climatizzatore automatico,
2332,No Mese,2003,282086.0,107.0,Diesel,Cambio automatico,,Roma,Torino,AUDI,A4,A4 1.5 Base 5p.,1708.0,5.0,5.3,,131.0,Bianco,,nan,nan,nan,Climatizzatore automatico,
1116,Gennaio,2004,174330.0,73.0,Elettrico,Cambio automatico,,Roma,Torino,FIAT,Panda,Panda 1.8 Sport 5p.,1199.0,5.0,5.6,,138.0,Nero,,Airbag anteriori e laterali,4 o 5 porte,Euro 4,Climatizzatore manuale,
1931,Gennaio,2010,245467.0,98.0,Diesel,Cambio manuale,,Roma,Milano,FIAT,Panda,Panda 1.5 Comfort 5p.,1359.0,7.0,4.1,,87.0,Bianco,,Airbag anteriori e laterali,nan,Euro 6,nan,
5446,Marzo,2018,16442.0,74.0,Diesel,Cambio manuale,,Roma,Milano,OPEL,Astra,Astra 1.4 Comfort 5p.,1116.0,4.0,4.7,,155.0,Grigio,,Airbag conducente,2 o 3 porte,Euro 6,Climatizzatore automatico,
1346,Giugno,2007,273448.0,70.0,Diesel,Cambio manuale,,Roma,Torino,FORD,Fiesta,Fiesta 1.8 Base 5p.,893.0,5.0,7.8,,106.0,Grigio,,Airbag anteriori e laterali,2 o 3 porte,Euro 5,nan,
2535,Marzo,2012,71407.0,74.0,Diesel,Cambio manuale,,Roma,Milano,RENAULT,Megane,Megane 1.2 Base 5p.,995.0,4.0,4.8,,142.0,Nero,,nan,nan,Euro 5,Climatizzatore automatico,
1596,Giugno,2003,200702.0,110.0,Benzina,Cambio manuale,,Roma,Torino,FORD,Fiesta,Fiesta 1.6 Business 5p.,1577.0,5.0,6.8,,118.0,Nero,,Airbag anteriori e laterali,4 o 5 porte,Euro 6,Climatizzatore automatico,
16492,Giugno,2017,32786.0,164.0,Diesel,Cambio manuale,,Roma,Milano,AUDI,A3,A3 1.4 Business 5p.,2215.0,5.0,5.7,,85.0,Grigio,,Airbag anteriori e laterali,nan,nan,nan,
3439,Marzo,2011,40466.0,86.0,Benzina,Cambio automatico,,Roma,Milano,FORD,Focus,Focus 1.6 Base 5p.,1242.0,4.0,3.2,,99.0,Bianco,,nan,2 o 3 porte,nan,Climatizzatore manuale,
1536,Marzo,2009,65082.0,40.0,Benzina,Cambio manuale,,Roma,Torino,DR,DR5,DR5 1.2 Base 5p.,515.0,4.0,6.3,,146.0,Grigio,,Airbag conducente,nan,Euro 5,nan,
4524,Giugno,2016,37082.0,75.0,Diesel,Cambio manuale,,Roma,Milano,VOLKSWAGEN,Golf,Golf 1.6 Business 5p.,1258.0,5.0,5.4,,119.0,Bianco,,Airbag anteriori e laterali,2 o 3 porte,Euro 5,Climatizzatore automatico,
3201,Gennaio,2010,87299.0,94.0,Elettrico,Cambio automatico,,Roma,Torino,VOLKSWAGEN,Golf,Golf 1.3 Comfort 5p.,1300.0,5.0,5.9,,91.0,Bianco,,nan,4 o 5 porte,nan,nan,
1146,Marzo,2003,284583.0,104.0,GPL,Cambio automatico,,Roma,Roma,FORD,Focus,Focus 1.6 Base 5p.,1466.0,,5.1,,120.0,Nero,,Airbag conducente,2 o 3 porte,Euro 4,Climatizzatore manuale,
2083,Gennaio,2006,183067.0,137.0,Diesel,Cambio manuale,,Roma,Milano,VOLKSWAGEN,Golf,Golf 1.7 Comfort 5p.,1791.0,5.0,6.3,,160.0,Nero,,nan,nan,Euro 5,Climatizzatore automatico,
971,Giugno,2007,233085.0,40.0,Benzina,Cambio automatico,,Roma,Roma,FIAT,Tipo,Tipo 1.3 Base 5p.,537.0,7.0,6.9,,135.0,Grigio,,Airbag anteriori e laterali,2 o 3 porte,Euro 6,Climatizzatore manuale,
5760,Giugno,2015,54278.0,59.0,Benzina,Cambio manuale,,Roma,Milano,AUDI,A3,A3 1.7 Business 5p.,841.0,5.0,5.0,,147.0,Bianco,,Airbag conducente,4 o 5 porte,Euro 5,Climatizzatore automatico,
10416,Gennaio,2013,41307.0,123.0,GPL,Cambio manuale,,Roma,Milano,AUDI,A4,A4 1.5 Sport 5p.,1928.0,4.0,5.5,,127.0,Nero,,nan,2 o 3 porte,Euro 5,Climatizzatore manuale,
1931,Marzo,2006,140303.0,106.0,Benzina,Cambio manuale,,Roma,Torino,FIAT,Tipo,Tipo 1.7 Base 5p.,1161.0,5.0,6.1,,138.0,Bianco,,Airbag conducente,2 o 3 porte,Euro 4,nan,
7143,Marzo,2015,53240.0,130.0,Diesel,Cambio automatico,,Roma,Roma,VOLKSWAGEN,Polo,Polo 1.5 Business 5p.,1766.0,5.0,5.1,,147.0,Nero,,Airbag anteriori e laterali,nan,Euro 5,Climatizzatore manuale,
7280,Marzo,2019,500.0,40.0,Diesel,Cambio manuale,,Roma,Roma,BMW,Serie 3,Serie 3 1.5 Base 5p.,629.0,5.0,3.8,,111.0,Bianco,,nan,4 o 5 porte,Euro 4,Climatizzatore manuale,
13729,Giugno,2018,10214.0,178.0,Diesel,Cambio manuale,,Roma,Torino,FORD,Focus,Focus 1.5 Sport 5p.,2409.0,5.0,6.1,,198.0,Nero,,nan,nan,Euro 6,Climatizzatore manuale,
1586,Giugno,2006,138491.0,74.0,Diesel,Cambio manuale,,Roma,Milano,FIAT,Panda,Panda 1.8 Comfort 5p.,1046.0,4.0,3.6,,137.0,Nero,,Airbag conducente,4 o 5 porte,Euro 5,Climatizzatore manuale,
1971,No Mese,2009,225262.0,91.0,Diesel,Cambio manuale,,Roma,Roma,PEUGEOT,208,208 1.7 Comfort 5p.,1290.0,5.0,6.3,,119.0,Bianco,,nan,2 o 3 porte,Euro 6,nan,
11662,No Mese,2004,227827.0,241.0,Benzina,Cambio manuale,,Roma,Torino,PORSCHE,Macan,Macan 1.5 Base 5p.,3567.0,5.0,4.9,,127.0,Grigio,,Airbag conducente,2 o 3 porte,Euro 4,nan,
6383,No Mese,2014,72331.0,142.0,Diesel,Cambio automatico,,Roma,Roma,VOLKSWAGEN,Passat,Passat 1.6 Comfort 5p.,1940.0,4.0,4.4,,118.0,Nero,,Airbag anteriori e laterali,4 o 5 porte,Euro 5,nan,
15292,Gennaio,2017,44316.0,112.0,Diesel,Cambio automatico,,Roma,Torino,BMW,Serie 1,Serie 1 1.8 Comfort 5p.,2020.0,5.0,4.9,,162.0,Nero,,Airbag anteriori e laterali,2 o 3 porte,nan,nan,
1250,Marzo,2007,230071.0,76.0,Diesel,Cambio automatico,,Roma,Roma,PEUGEOT,308,308 1.8 Sport 5p.,1310.0,5.0,4.8,,151.0,Nero,,nan,4 o 5 porte,Euro 4,nan,
12426,Giugno,2016,44375.0,160.0,Benzina,Cambio manuale,,Roma,Roma,AUDI,A3,A3 1.3 Business 5p.,2010.0,5.0,4.5,,114.0,Nero,,nan,2 o 3 porte,Euro 5,Climatizzatore automatico,
2251,Marzo,2008,154015.0,116.0,Benzina,Cambio manuale,,Roma,Milano,FIAT,Tipo,Tipo 1.6 Sport 5p.,1961.0,5.0,5.1,,135.0,Nero,,nan,4 o 5 porte,Euro 6,Climatizzatore manuale,
2390,No Mese,2012,113721.0,89.0,Diesel,Cambio manuale,,Roma,Roma,PEUGEOT,308,308 1.8 Business 5p.,1022.0,5.0,7.9,,135.0,Bianco,,Airbag anteriori e laterali,4 o 5 porte,Euro 5,nan,
7794,Giugno,2015,83358.0,134.0,Diesel,Cambio manuale,,Roma,Milano,VOLKSWAGEN,Passat,Passat 1.2 Comfort 5p.,1965.0,5.0,5.0,,152.0,Bianco,,Airbag anteriori e laterali,nan,nan,Climatizzatore automatico,
3873,Marzo,2015,71974.0,86.0,Diesel,Cambio manuale,,Roma,Torino,PEUGEOT,208,208 1.4 Business 5p.,1282.0,5.0,6.7,,96.0,Bianco,,Airbag conducente,nan,Euro 5,Climatizzatore automatico,
7789,Gennaio,2019,500.0,72.0,Diesel,Cambio automatico,,Roma,Roma,VOLKSWAGEN,Passat,Passat 1.8 Base 5p.,806.0,5.0,6.0,,107.0,Nero,,Airbag anteriori e laterali,4 o 5 porte,nan,nan,
3961,No Mese,2013,84007.0,66.0,Benzina,Cambio automatico,,Roma,Milano,VOLKSWAGEN,Golf,Golf 1.3 Business 5p.,947.0,5.0,8.5,,167.0,Nero,,Airbag anteriori e laterali,nan,Euro 5,nan,
3581,Marzo,2007,195913.0,102.0,GPL,Cambio manuale,,Roma,Milano,MERCEDES-BENZ,Classe A,Classe A 1.5 Business 5p.,1540.0,7.0,6.4,,98.0,Bianco,,Airbag conducente,2 o 3 porte,Euro 4,nan,
